Ref ID,Reference,Propellant type,Test #,Mass (kg),Fireball or Plume Distance (m),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Type,Drum diameter (cm),Configuration,Notes
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,6,4500,,21,5.4,3.071066803,1.158893133,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,6,4500,,21,5.4,6.037438147,2.278278546,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,6,4500,,21,5.4,6.281727551,2.370463227,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,7,9000,,24.5,6.3,3.027161094,1.142324941,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,7,9000,,24.5,6.3,3.831722182,1.445932899,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,36.5,7.3,5.71239339,2.155620147,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,33.5,7.3,12.19861176,4.603249721,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,30.5,7.3,5.71239339,2.155620147,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,30.5,7.3,7.277432675,2.74620101,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,30.5,7.3,8.372960175,3.159607613,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 1,"Trinkler, ""Thermal Effects in Relation to Ammunition Storage"", 1958",Cordite,8,18000,,30.5,7.3,9.129395829,3.44505503,? Burn (Test Data),,,"An ebonite lacquer applied to an aluminium plate was used for radiation measurement. The radiation density was determined on the basis of the amount of melted varnish. Wind strengths between 3-10 m/s were measured during the experiments, resulting in relatively large scattering of the results in the various measurement directions. In reference, no individual values for duration are provided, only relationship t=0.93Q^0.21 (NB average flux calculated from flux density and burn duration; peak flux calculated as 2.65 x average flux)"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,10,24,0.072521097,0.027366452,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,10,24,0.086234177,0.032541199,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,10,24,0.10021097,0.037815461,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,10,24,0.120780591,0.045577581,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,5,24,0.387658228,0.146286124,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,5,24,0.403481013,0.152256986,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,5,24,0.437763713,0.165193854,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,5,24,0.52742616,0.19902874,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",GP11,1,50,,3,24,0.675105485,0.254756787,? Burn (Test Data),,,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential"
